pset,amp-dur
"[ 1.00000000e-02  1.00000000e-02  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  3.32117941e+03  1.90838178e+03 -1.50854298e+04 -3.32580973e+03
  1.02400000e+01  7.42510000e+02]","[(1.02, 0.001), (1.02, 0.00127), (1.02, 0.00162), (1.02, 0.00207), (1.02, 0.00264), (1.02, 0.00336), (1.02, 0.00428), (1.02, 0.00546), (1.02, 0.00695), (1.02, 0.00886), (1.02, 0.01129), (1.02, 0.01438), (1.02, 0.01833), (1.02, 0.02336), (1.02, 0.02976), (1.02, 0.03793), (1.02, 0.04833), (1.02, 0.06158), (1.02, 0.07848), (1.02, 0.1), (1.3, 0.001), (1.3, 0.00127), (1.3, 0.00162), (1.3, 0.00207), (1.3, 0.00264), (1.3, 0.00336), (1.3, 0.00428), (1.3, 0.00546), (1.3, 0.00695), (1.3, 0.00886), (1.3, 0.01129), (1.3, 0.01438), (1.3, 0.01833), (1.3, 0.02336), (1.3, 0.02976), (1.3, 0.03793), (1.3, 0.04833), (1.3, 0.06158), (1.3, 0.07848), (1.3, 0.1), (1.66, 0.001), (1.66, 0.00127), (1.66, 0.00162), (1.66, 0.00207), (1.66, 0.00264), (1.66, 0.00336), (1.66, 0.00428), (1.66, 0.00546), (1.66, 0.00695), (1.66, 0.00886), (1.66, 0.01129), (1.66, 0.01438), (1.66, 0.01833), (1.66, 0.02336), (1.66, 0.02976), (1.66, 0.03793), (1.66, 0.04833), (1.66, 0.06158), (1.66, 0.07848), (1.66, 0.1), (2.11, 0.001), (2.11, 0.00127), (2.11, 0.00162), (2.11, 0.00207), (2.11, 0.00264), (2.11, 0.00336), (2.11, 0.00428), (2.11, 0.00546), (2.11, 0.00695), (2.11, 0.00886), (2.11, 0.01129), (2.11, 0.01438), (2.11, 0.01833), (2.11, 0.02336), (2.11, 0.02976), (2.11, 0.03793), (2.11, 0.04833), (2.11, 0.06158), (2.11, 0.07848), (2.11, 0.1), (2.68, 0.001), (2.68, 0.00127), (2.68, 0.00162), (2.68, 0.00207), (2.68, 0.00264), (2.68, 0.00336), (2.68, 0.00428), (2.68, 0.00546), (2.68, 0.00695), (2.68, 0.00886), (2.68, 0.01129), (2.68, 0.01438), (2.68, 0.01833), (2.68, 0.02336), (2.68, 0.02976), (2.68, 0.03793), (2.68, 0.04833), (2.68, 0.06158), (2.68, 0.07848), (2.68, 0.1), (3.42, 0.001), (3.42, 0.00127), (3.42, 0.00162), (3.42, 0.00207), (3.42, 0.00264), (3.42, 0.00336), (3.42, 0.00428), (3.42, 0.00546), (3.42, 0.00695), (3.42, 0.00886), (3.42, 0.01129), (3.42, 0.01438), (3.42, 0.01833), (3.42, 0.02336), (3.42, 0.02976), (3.42, 0.03793), (3.42, 0.04833), (3.42, 0.06158), (3.42, 0.07848), (3.42, 0.1), (4.35, 0.001), (4.35, 0.00127), (4.35, 0.00162), (4.35, 0.00207), (4.35, 0.00264), (4.35, 0.00336), (4.35, 0.00428), (4.35, 0.00546), (4.35, 0.00695), (4.35, 0.00886), (4.35, 0.01129), (4.35, 0.01438), (4.35, 0.01833), (4.35, 0.02336), (4.35, 0.02976), (4.35, 0.03793), (4.35, 0.04833), (4.35, 0.06158), (4.35, 0.07848), (4.35, 0.1), (5.54, 0.001), (5.54, 0.00127), (5.54, 0.00162), (5.54, 0.00207), (5.54, 0.00264), (5.54, 0.00336), (5.54, 0.00428), (5.54, 0.00546), (5.54, 0.00695), (5.54, 0.00886), (5.54, 0.01129), (5.54, 0.01438), (5.54, 0.01833), (5.54, 0.02336), (5.54, 0.02976), (5.54, 0.03793), (5.54, 0.04833), (5.54, 0.06158), (5.54, 0.07848), (5.54, 0.1), (7.04, 0.001), (7.04, 0.00127), (7.04, 0.00162), (7.04, 0.00207), (7.04, 0.00264), (7.04, 0.00336), (7.04, 0.00428), (7.04, 0.00546), (7.04, 0.00695), (7.04, 0.00886), (7.04, 0.01129), (7.04, 0.01438), (7.04, 0.01833), (7.04, 0.02336), (7.04, 0.02976), (7.04, 0.03793), (7.04, 0.04833), (7.04, 0.06158), (7.04, 0.07848), (7.04, 0.1), (8.97, 0.001), (8.97, 0.00127), (8.97, 0.00162), (8.97, 0.00207), (8.97, 0.00264), (8.97, 0.00336), (8.97, 0.00428), (8.97, 0.00546), (8.97, 0.00695), (8.97, 0.00886), (8.97, 0.01129), (8.97, 0.01438), (8.97, 0.01833), (8.97, 0.02336), (8.97, 0.02976), (8.97, 0.03793), (8.97, 0.04833), (8.97, 0.06158), (8.97, 0.07848), (8.97, 0.1)]"
"[ 1.00000000e-02  1.00000000e-02  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.16758143e+00  1.67111394e+05 -1.19163231e+01 -3.40674306e+00
  5.72200000e+01  2.12725000e+03]","[(1.02, 0.001), (1.02, 0.00127), (1.02, 0.00162), (1.02, 0.00207), (1.02, 0.00264), (1.02, 0.00336), (1.02, 0.00428), (1.02, 0.00546), (1.02, 0.00695), (1.02, 0.00886), (1.02, 0.01129), (1.02, 0.01438), (1.02, 0.01833), (1.02, 0.02336), (1.02, 0.02976), (1.02, 0.03793), (1.02, 0.04833), (1.02, 0.06158), (1.02, 0.07848), (1.02, 0.1), (1.3, 0.001), (1.3, 0.00127), (1.3, 0.00162), (1.3, 0.00207), (1.3, 0.00264), (1.3, 0.00336), (1.3, 0.00428), (1.3, 0.00546), (1.3, 0.00695), (1.3, 0.00886), (1.3, 0.01129), (1.3, 0.01438), (1.3, 0.01833), (1.3, 0.02336), (1.3, 0.02976), (1.3, 0.03793), (1.3, 0.04833), (1.3, 0.06158), (1.3, 0.07848), (1.3, 0.1), (1.66, 0.001), (1.66, 0.00127), (1.66, 0.00162), (1.66, 0.00207), (1.66, 0.00264), (1.66, 0.00336), (1.66, 0.00428), (1.66, 0.00546), (1.66, 0.00695), (1.66, 0.00886), (1.66, 0.01129), (1.66, 0.01438), (1.66, 0.01833), (1.66, 0.02336), (1.66, 0.02976), (1.66, 0.03793), (1.66, 0.04833), (1.66, 0.06158), (1.66, 0.07848), (1.66, 0.1), (2.11, 0.001), (2.11, 0.00127), (2.11, 0.00162), (2.11, 0.00207), (2.11, 0.00264), (2.11, 0.00336), (2.11, 0.00428), (2.11, 0.00546), (2.11, 0.00695), (2.11, 0.00886), (2.11, 0.01129), (2.11, 0.01438), (2.11, 0.01833), (2.11, 0.02336), (2.11, 0.02976), (2.11, 0.03793), (2.11, 0.04833), (2.11, 0.06158), (2.11, 0.07848), (2.11, 0.1), (2.68, 0.001), (2.68, 0.00127), (2.68, 0.00162), (2.68, 0.00207), (2.68, 0.00264), (2.68, 0.00336), (2.68, 0.00428), (2.68, 0.00546), (2.68, 0.00695), (2.68, 0.00886), (2.68, 0.01129), (2.68, 0.01438), (2.68, 0.01833), (2.68, 0.02336), (2.68, 0.02976), (2.68, 0.03793), (2.68, 0.04833), (2.68, 0.06158), (2.68, 0.07848), (2.68, 0.1), (3.42, 0.001), (3.42, 0.00127), (3.42, 0.00162), (3.42, 0.00207), (3.42, 0.00264), (3.42, 0.00336), (3.42, 0.00428), (3.42, 0.00546), (3.42, 0.00695), (3.42, 0.00886), (3.42, 0.01129), (3.42, 0.01438), (3.42, 0.01833), (3.42, 0.02336), (3.42, 0.02976), (3.42, 0.03793), (3.42, 0.04833), (3.42, 0.06158), (3.42, 0.07848), (3.42, 0.1), (4.35, 0.001), (4.35, 0.00127), (4.35, 0.00162), (4.35, 0.00207), (4.35, 0.00264), (4.35, 0.00336), (4.35, 0.00428), (4.35, 0.00546), (4.35, 0.00695), (4.35, 0.00886), (4.35, 0.01129), (4.35, 0.01438), (4.35, 0.01833), (4.35, 0.02336), (4.35, 0.02976), (4.35, 0.03793), (4.35, 0.04833), (4.35, 0.06158), (4.35, 0.07848), (4.35, 0.1), (5.54, 0.001), (5.54, 0.00127), (5.54, 0.00162), (5.54, 0.00207), (5.54, 0.00264), (5.54, 0.00336), (5.54, 0.00428), (5.54, 0.00546), (5.54, 0.00695), (5.54, 0.00886), (5.54, 0.01129), (5.54, 0.01438), (5.54, 0.01833), (5.54, 0.02336), (5.54, 0.02976), (5.54, 0.03793), (5.54, 0.04833), (5.54, 0.06158), (5.54, 0.07848), (5.54, 0.1), (7.04, 0.001), (7.04, 0.00127), (7.04, 0.00162), (7.04, 0.00207), (7.04, 0.00264), (7.04, 0.00336), (7.04, 0.00428), (7.04, 0.00546), (7.04, 0.00695), (7.04, 0.00886), (7.04, 0.01129), (7.04, 0.01438), (7.04, 0.01833), (7.04, 0.02336), (7.04, 0.02976), (7.04, 0.03793), (7.04, 0.04833), (7.04, 0.06158), (7.04, 0.07848), (7.04, 0.1), (8.97, 0.001), (8.97, 0.00127), (8.97, 0.00162), (8.97, 0.00207), (8.97, 0.00264), (8.97, 0.00336), (8.97, 0.00428), (8.97, 0.00546), (8.97, 0.00695), (8.97, 0.00886), (8.97, 0.01129), (8.97, 0.01438), (8.97, 0.01833), (8.97, 0.02336), (8.97, 0.02976), (8.97, 0.03793), (8.97, 0.04833), (8.97, 0.06158), (8.97, 0.07848), (8.97, 0.1), (11.41, 0.001), (11.41, 0.00127), (11.41, 0.00162), (11.41, 0.00207), (11.41, 0.00264), (11.41, 0.00336), (11.41, 0.00428), (11.41, 0.00546), (11.41, 0.00695), (11.41, 0.00886), (11.41, 0.01129), (11.41, 0.01438), (11.41, 0.01833), (11.41, 0.02336), (11.41, 0.02976), (11.41, 0.03793), (11.41, 0.04833), (11.41, 0.06158), (11.41, 0.07848), (11.41, 0.1), (14.52, 0.001), (14.52, 0.00127), (14.52, 0.00162), (14.52, 0.00207), (14.52, 0.00264), (14.52, 0.00336), (14.52, 0.00428), (14.52, 0.00546), (14.52, 0.00695), (14.52, 0.00886), (14.52, 0.01129), (14.52, 0.01438), (14.52, 0.01833), (14.52, 0.02336), (14.52, 0.02976), (14.52, 0.03793), (14.52, 0.04833), (14.52, 0.06158), (14.52, 0.07848), (14.52, 0.1), (18.49, 0.001), (18.49, 0.00127), (18.49, 0.00162), (18.49, 0.00207), (18.49, 0.00264), (18.49, 0.00336), (18.49, 0.00428), (18.49, 0.00546), (18.49, 0.00695), (18.49, 0.00886), (18.49, 0.01129), (18.49, 0.01438), (18.49, 0.01833), (18.49, 0.02336), (18.49, 0.02976), (18.49, 0.03793), (18.49, 0.04833), (18.49, 0.06158), (18.49, 0.07848), (18.49, 0.1), (23.53, 0.001), (23.53, 0.00127), (23.53, 0.00162), (23.53, 0.00207), (23.53, 0.00264), (23.53, 0.00336), (23.53, 0.00428), (23.53, 0.00546), (23.53, 0.00695), (23.53, 0.00886), (23.53, 0.01129), (23.53, 0.01438), (23.53, 0.01833), (23.53, 0.02336), (23.53, 0.02976), (23.53, 0.03793), (23.53, 0.04833), (23.53, 0.06158), (23.53, 0.07848), (23.53, 0.1), (29.94, 0.001), (29.94, 0.00127), (29.94, 0.00162), (29.94, 0.00207), (29.94, 0.00264), (29.94, 0.00336), (29.94, 0.00428), (29.94, 0.00546), (29.94, 0.00695), (29.94, 0.00886), (29.94, 0.01129), (29.94, 0.01438), (29.94, 0.01833), (29.94, 0.02336), (29.94, 0.02976), (29.94, 0.03793), (29.94, 0.04833), (29.94, 0.06158), (29.94, 0.07848), (29.94, 0.1), (38.11, 0.001), (38.11, 0.00127), (38.11, 0.00162), (38.11, 0.00207), (38.11, 0.00264), (38.11, 0.00336), (38.11, 0.00428), (38.11, 0.00546), (38.11, 0.00695), (38.11, 0.00886), (38.11, 0.01129), (38.11, 0.01438), (38.11, 0.01833), (38.11, 0.02336), (38.11, 0.02976), (38.11, 0.03793), (38.11, 0.04833), (38.11, 0.06158), (38.11, 0.07848), (38.11, 0.1), (48.5, 0.001), (48.5, 0.00127), (48.5, 0.00162), (48.5, 0.00207), (48.5, 0.00264), (48.5, 0.00336), (48.5, 0.00428), (48.5, 0.00546), (48.5, 0.00695), (48.5, 0.00886), (48.5, 0.01129), (48.5, 0.01438), (48.5, 0.01833), (48.5, 0.02336), (48.5, 0.02976), (48.5, 0.03793), (48.5, 0.04833), (48.5, 0.06158), (48.5, 0.07848), (48.5, 0.1), (61.73, 0.001), (61.73, 0.00127), (61.73, 0.00162), (61.73, 0.00207), (61.73, 0.00264), (61.73, 0.00336), (61.73, 0.00428), (61.73, 0.00546), (61.73, 0.00695), (61.73, 0.00886), (61.73, 0.01129), (61.73, 0.01438), (61.73, 0.01833), (61.73, 0.02336), (61.73, 0.02976), (61.73, 0.03793), (61.73, 0.04833), (61.73, 0.06158), (61.73, 0.07848), (61.73, 0.1), (78.57, 0.001), (78.57, 0.00127), (78.57, 0.00162), (78.57, 0.00207), (78.57, 0.00264), (78.57, 0.00336), (78.57, 0.00428), (78.57, 0.00546), (78.57, 0.00695), (78.57, 0.00886), (78.57, 0.01129), (78.57, 0.01438), (78.57, 0.01833), (78.57, 0.02336), (78.57, 0.02976), (78.57, 0.03793), (78.57, 0.04833), (78.57, 0.06158), (78.57, 0.07848), (78.57, 0.1), (100.0, 0.001), (100.0, 0.00127), (100.0, 0.00162), (100.0, 0.00207), (100.0, 0.00264), (100.0, 0.00336), (100.0, 0.00428), (100.0, 0.00546), (100.0, 0.00695), (100.0, 0.00886), (100.0, 0.01129), (100.0, 0.01438), (100.0, 0.01833), (100.0, 0.02336), (100.0, 0.02976), (100.0, 0.03793), (100.0, 0.04833), (100.0, 0.06158), (100.0, 0.07848), (100.0, 0.1)]"
"[ 1.00000000e-02  1.00000000e-02  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  3.28169503e+02  6.09985662e+03 -1.88467680e+04 -5.83979310e+02
  1.83000000e+00  4.75000000e+00]","[(1.02, 0.001), (1.02, 0.00127), (1.02, 0.00162), (1.02, 0.00207), (1.02, 0.00264), (1.02, 0.00336), (1.02, 0.00428), (1.02, 0.00546), (1.02, 0.00695), (1.02, 0.00886), (1.02, 0.01129), (1.02, 0.01438), (1.02, 0.01833), (1.02, 0.02336), (1.02, 0.02976), (1.02, 0.03793), (1.02, 0.04833), (1.02, 0.06158), (1.02, 0.07848), (1.02, 0.1), (1.3, 0.001), (1.3, 0.00127), (1.3, 0.00162), (1.3, 0.00207), (1.3, 0.00264), (1.3, 0.00336), (1.3, 0.00428), (1.3, 0.00546), (1.3, 0.00695), (1.3, 0.00886), (1.3, 0.01129), (1.3, 0.01438), (1.3, 0.01833), (1.3, 0.02336), (1.3, 0.02976), (1.3, 0.03793), (1.3, 0.04833), (1.3, 0.06158), (1.3, 0.07848), (1.3, 0.1), (1.66, 0.001), (1.66, 0.00127), (1.66, 0.00162), (1.66, 0.00207), (1.66, 0.00264), (1.66, 0.00336), (1.66, 0.00428), (1.66, 0.00546), (1.66, 0.00695), (1.66, 0.00886), (1.66, 0.01129), (1.66, 0.01438), (1.66, 0.01833), (1.66, 0.02336), (1.66, 0.02976), (1.66, 0.03793), (1.66, 0.04833), (1.66, 0.06158), (1.66, 0.07848), (1.66, 0.1), (2.11, 0.001), (2.11, 0.00127), (2.11, 0.00162), (2.11, 0.00207), (2.11, 0.00264), (2.11, 0.00336), (2.11, 0.00428), (2.11, 0.00546), (2.11, 0.00695), (2.11, 0.00886), (2.11, 0.01129), (2.11, 0.01438), (2.11, 0.01833), (2.11, 0.02336), (2.11, 0.02976), (2.11, 0.03793), (2.11, 0.04833), (2.11, 0.06158), (2.11, 0.07848), (2.11, 0.1), (2.68, 0.001), (2.68, 0.00127), (2.68, 0.00162), (2.68, 0.00207), (2.68, 0.00264), (2.68, 0.00336), (2.68, 0.00428), (2.68, 0.00546), (2.68, 0.00695), (2.68, 0.00886), (2.68, 0.01129), (2.68, 0.01438), (2.68, 0.01833), (2.68, 0.02336), (2.68, 0.02976), (2.68, 0.03793), (2.68, 0.04833), (2.68, 0.06158), (2.68, 0.07848), (2.68, 0.1), (3.42, 0.001), (3.42, 0.00127), (3.42, 0.00162), (3.42, 0.00207), (3.42, 0.00264), (3.42, 0.00336), (3.42, 0.00428), (3.42, 0.00546), (3.42, 0.00695), (3.42, 0.00886), (3.42, 0.01129), (3.42, 0.01438), (3.42, 0.01833), (3.42, 0.02336), (3.42, 0.02976), (3.42, 0.03793), (3.42, 0.04833), (3.42, 0.06158), (3.42, 0.07848), (3.42, 0.1), (4.35, 0.001), (4.35, 0.00127), (4.35, 0.00162), (4.35, 0.00207), (4.35, 0.00264), (4.35, 0.00336), (4.35, 0.00428), (4.35, 0.00546), (4.35, 0.00695), (4.35, 0.00886), (4.35, 0.01129), (4.35, 0.01438), (4.35, 0.01833), (4.35, 0.02336), (4.35, 0.02976), (4.35, 0.03793), (4.35, 0.04833), (4.35, 0.06158), (4.35, 0.07848), (4.35, 0.1), (5.54, 0.001), (5.54, 0.00127), (5.54, 0.00162), (5.54, 0.00207), (5.54, 0.00264), (5.54, 0.00336), (5.54, 0.00428), (5.54, 0.00546), (5.54, 0.00695), (5.54, 0.00886), (5.54, 0.01129), (5.54, 0.01438), (5.54, 0.01833), (5.54, 0.02336), (5.54, 0.02976), (5.54, 0.03793), (5.54, 0.04833), (5.54, 0.06158), (5.54, 0.07848), (5.54, 0.1), (7.04, 0.001), (7.04, 0.00127), (7.04, 0.00162), (7.04, 0.00207), (7.04, 0.00264), (7.04, 0.00336), (7.04, 0.00428), (7.04, 0.00546), (7.04, 0.00695), (7.04, 0.00886), (7.04, 0.01129), (7.04, 0.01438), (7.04, 0.01833), (7.04, 0.02336), (7.04, 0.02976), (7.04, 0.03793), (7.04, 0.04833), (7.04, 0.06158), (7.04, 0.07848), (7.04, 0.1), (8.97, 0.001), (8.97, 0.00127), (8.97, 0.00162), (8.97, 0.00207), (8.97, 0.00264), (8.97, 0.00336), (8.97, 0.00428), (8.97, 0.00546), (8.97, 0.00695), (8.97, 0.00886), (8.97, 0.01129), (8.97, 0.01438), (8.97, 0.01833), (8.97, 0.02336), (8.97, 0.02976), (8.97, 0.03793), (8.97, 0.04833), (8.97, 0.06158), (8.97, 0.07848), (8.97, 0.1), (11.41, 0.001), (11.41, 0.00127), (11.41, 0.00162), (11.41, 0.00207), (11.41, 0.00264), (11.41, 0.00336), (11.41, 0.00428), (11.41, 0.00546), (11.41, 0.00695), (11.41, 0.00886), (11.41, 0.01129), (11.41, 0.01438), (11.41, 0.01833), (11.41, 0.02336), (11.41, 0.02976), (11.41, 0.03793), (11.41, 0.04833), (11.41, 0.06158), (11.41, 0.07848), (11.41, 0.1), (14.52, 0.001), (14.52, 0.00127), (14.52, 0.00162), (14.52, 0.00207), (14.52, 0.00264), (14.52, 0.00336), (14.52, 0.00428), (14.52, 0.00546), (14.52, 0.00695), (14.52, 0.00886), (14.52, 0.01129), (14.52, 0.01438), (14.52, 0.01833), (14.52, 0.02336), (14.52, 0.02976), (14.52, 0.03793), (14.52, 0.04833), (14.52, 0.06158), (14.52, 0.07848), (14.52, 0.1), (18.49, 0.001), (18.49, 0.00127), (18.49, 0.00162), (18.49, 0.00207), (18.49, 0.00264), (18.49, 0.00336), (18.49, 0.00428), (18.49, 0.00546), (18.49, 0.00695), (18.49, 0.00886), (18.49, 0.01129), (18.49, 0.01438), (18.49, 0.01833), (18.49, 0.02336), (18.49, 0.02976), (18.49, 0.03793), (18.49, 0.04833), (18.49, 0.06158), (18.49, 0.07848), (18.49, 0.1), (23.53, 0.001), (23.53, 0.00127), (23.53, 0.00162), (23.53, 0.00207), (23.53, 0.00264), (23.53, 0.00336), (23.53, 0.00428), (23.53, 0.00546), (23.53, 0.00695), (23.53, 0.00886), (23.53, 0.01129), (23.53, 0.01438), (23.53, 0.01833), (23.53, 0.02336), (23.53, 0.02976), (23.53, 0.03793), (23.53, 0.04833), (23.53, 0.06158), (23.53, 0.07848), (23.53, 0.1), (29.94, 0.001), (29.94, 0.00127), (29.94, 0.00162), (29.94, 0.00207), (29.94, 0.00264), (29.94, 0.00336), (29.94, 0.00428), (29.94, 0.00546), (29.94, 0.00695), (29.94, 0.00886), (29.94, 0.01129), (29.94, 0.01438), (29.94, 0.01833), (29.94, 0.02336), (29.94, 0.02976), (29.94, 0.03793), (29.94, 0.04833), (29.94, 0.06158), (29.94, 0.07848), (29.94, 0.1), (38.11, 0.001), (38.11, 0.00127), (38.11, 0.00162), (38.11, 0.00207), (38.11, 0.00264), (38.11, 0.00336), (38.11, 0.00428), (38.11, 0.00546), (38.11, 0.00695), (38.11, 0.00886), (38.11, 0.01129), (38.11, 0.01438), (38.11, 0.01833), (38.11, 0.02336), (38.11, 0.02976), (38.11, 0.03793), (38.11, 0.04833), (38.11, 0.06158), (38.11, 0.07848), (38.11, 0.1), (48.5, 0.001), (48.5, 0.00127), (48.5, 0.00162), (48.5, 0.00207), (48.5, 0.00264), (48.5, 0.00336), (48.5, 0.00428), (48.5, 0.00546), (48.5, 0.00695), (48.5, 0.00886), (48.5, 0.01129), (48.5, 0.01438), (48.5, 0.01833), (48.5, 0.02336), (48.5, 0.02976), (48.5, 0.03793), (48.5, 0.04833), (48.5, 0.06158), (48.5, 0.07848), (48.5, 0.1), (61.73, 0.001), (61.73, 0.00127), (61.73, 0.00162), (61.73, 0.00207), (61.73, 0.00264), (61.73, 0.00336), (61.73, 0.00428), (61.73, 0.00546), (61.73, 0.00695), (61.73, 0.00886), (61.73, 0.01129), (61.73, 0.01438), (61.73, 0.01833), (61.73, 0.02336), (61.73, 0.02976), (61.73, 0.03793), (61.73, 0.04833), (61.73, 0.06158), (61.73, 0.07848), (61.73, 0.1), (78.57, 0.001), (78.57, 0.00127), (78.57, 0.00162), (78.57, 0.00207), (78.57, 0.00264), (78.57, 0.00336), (78.57, 0.00428), (78.57, 0.00546), (78.57, 0.00695), (78.57, 0.00886), (78.57, 0.01129), (78.57, 0.01438), (78.57, 0.01833), (78.57, 0.02336), (78.57, 0.02976), (78.57, 0.03793), (78.57, 0.04833), (78.57, 0.06158), (78.57, 0.07848), (78.57, 0.1), (100.0, 0.001), (100.0, 0.00127), (100.0, 0.00162), (100.0, 0.00207), (100.0, 0.00264), (100.0, 0.00336), (100.0, 0.00428), (100.0, 0.00546), (100.0, 0.00695), (100.0, 0.00886), (100.0, 0.01129), (100.0, 0.01438), (100.0, 0.01833), (100.0, 0.02336), (100.0, 0.02976), (100.0, 0.03793), (100.0, 0.04833), (100.0, 0.06158), (100.0, 0.07848), (100.0, 0.1)]"
