725,1.0,"[ 1.00000000e-02  1.00000000e-02  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.19792554e+01  4.36437108e+01 -4.75062770e+00 -1.03428554e+01
  7.39000000e+00  1.04790000e+02]",10.12,0.01,"[0.64043, 1.24114, 1.14783, 1.18245, 0.78815]","[0.22043, 0.76899, 0.75818, 2.74219, 0.51021]"

